count,noindex,index
1,426.2525294117647,0.018736842105263156
2,888.7760625,0.0195625
3,956.5016875,0.019833333333333335
4,1708.4415,0.0242
5,2047.4516875,0.019333333333333334
6,2870.76125,0.02242105263157895
7,2741.1872352941177,0.0185
8,3390.6325294117646,0.023
9,3454.1203529411764,0.02227777777777778
10,3992.228875,0.02242105263157895
11,4675.216117647059,0.02266666666666667
12,4977.2123125,0.08205263157894736
13,5335.59394117647,0.019833333333333335
14,5512.671625,0.022833333333333334
15,5687.85325,0.021058823529411765
16,6087.4328125,0.02388888888888889
17,6448.7869411764705,0.02325
18,6963.42025,0.024050000000000002
19,7368.0101875,0.022894736842105263
20,8036.507375,0.020944444444444446
21,8089.166,0.04905263157894737
22,8456.7646875,0.02438888888888889
23,8873.9636875,0.023473684210526317
24,9346.400375,0.02468421052631579
25,9749.551625,0.02131578947368421
26,9936.938875,0.024157894736842107
27,10656.96025,0.021210526315789475
28,10820.0729375,0.02436842105263158
29,11524.0368125,0.024411764705882355
30,11727.0144375,0.02435
31,10028.3091875,0.021526315789473685
32,9821.680352941177,0.025833333333333333
33,10638.6425625,0.025176470588235293
34,10912.511375,0.027411764705882354
35,12172.4601875,0.025947368421052632
36,12485.085125,0.020444444444444446
37,12136.723625,0.023842105263157894
38,12458.950875,0.023263157894736843
39,12664.65475,0.0264
40,12969.2518125,0.024894736842105265
41,13266.8804375,0.02573684210526316
42,13634.8404375,0.022578947368421053
43,14739.3655,0.021210526315789475
44,14504.4424375,0.069
45,14846.302352941177,0.024166666666666666
46,15105.7113125,0.022833333333333334
47,15374.947,0.02488888888888889
48,16100.359941176472,0.01988888888888889
49,16126.7410625,0.0239
50,16285.950875,0.02338888888888889
51,16631.80575,0.02305263157894737
52,17626.7665,0.03115
53,17331.2864375,0.02526315789473684
54,17737.8650625,0.025473684210526315
55,18759.208437499998,0.02235294117647059
56,18355.4309375,0.035111111111111114
57,18801.7885,0.02785
58,19871.147375,0.03085
59,19505.0635625,0.024055555555555556
60,19928.2780625,0.024352941176470588
61,21045.4734375,0.028444444444444446
62,20477.9393125,0.04864705882352941
63,21429.828,0.02488888888888889
64,20866.7025,0.02885
65,21336.8189375,0.024421052631578948
66,22350.82375,0.02411111111111111
67,22317.19375,0.024789473684210528
68,23173.5224375,0.026333333333333334
69,22710.6553125,0.028722222222222222
70,23591.07176470588,0.02665
71,23557.69375,0.02711764705882353
72,24039.14475,0.0206875
73,25028.11275,0.02422222222222222
74,24968.6055625,0.025894736842105262
75,25509.29494117647,0.025052631578947368
76,24969.96485,0.0253
77,24464.2509,0.025562500000000002
78,25936.93495,0.02525
79,26181.141375,0.02811764705882353
80,25621.0474375,0.020375
